depth,width,best_train_acc,best_val_acc,best_test_acc,best_train_loss,best_val_loss,best_test_loss
0,256,0.7875572443008423,0.7121554017066956,0.7135682106018066,1.0245328621247602,1.9548820882076374,1.9448828428570792
1,256,0.8759126663208008,0.8429623246192932,0.8438136577606201,0.48589067746492104,0.9904164576088672,0.985062600374694
2,256,0.8778583407402039,0.8454163670539856,0.8457573056221008,0.47703262309224975,0.9741392611190722,0.9704491584971158
4,256,0.8784987330436707,0.8469536900520325,0.8479663133621216,0.4714355762377564,0.9671506594183998,0.9645660482715581
8,256,0.8776929974555969,0.8460655808448792,0.8463289737701416,0.4685073988359456,0.9722288424324549,0.9652766960129424
16,256,0.8779584169387817,0.845112144947052,0.8461676836013794,0.46930574771850764,0.9720454319705468,0.9704522130563367
