depth,width,best_train_acc,best_val_acc,best_test_acc,best_train_loss,best_val_loss,best_test_loss
0,512,0.709679901599884,0.6252223253250122,0.6246528029441833,0.9664301869480987,1.6741709898108543,1.7184756006980741
1,512,0.8716420531272888,0.6509279012680054,0.6409069299697876,0.374745866870069,1.5424198734747883,1.5730965205053977
2,512,0.9268096685409546,0.6454243659973145,0.6405777335166931,0.21565201615953228,1.526141834345443,1.556383559297314
4,512,0.9395322203636169,0.6477062702178955,0.6430261731147766,0.17740356360781537,1.5186569323343393,1.5474121613656828
8,512,0.9455801248550415,0.6458606123924255,0.6437462568283081,0.1646833517097058,1.5119298184620877,1.5418036559298998
16,512,0.9440626502037048,0.6453572511672974,0.6416682004928589,0.1646678449563483,1.5097426561114091,1.5189952871901158
