depth,width,best_train_acc,best_val_acc,best_test_acc,best_train_loss,best_val_loss,best_test_loss
0,512,0.7118681342848661,0.7047887513003792,0.7004711643314199,0.9735224843025208,0.9898332357406616,1.004257321357727
1,512,0.9458440087529277,0.7177757642873922,0.7117667633685163,0.17689988017082214,0.9124615788459778,0.9422246813774109
2,512,0.9911151185933738,0.7193194402496728,0.7126103326955127,0.046084754168987274,0.912039577960968,0.9357457756996155
4,512,0.9985924940345938,0.7192523239034867,0.7103470979157666,0.007056071888655424,0.9125919938087463,0.9381772875785828
8,512,0.9987794284206244,0.7191180912111145,0.7113552661358352,0.001862304168753326,0.9106068015098572,0.9352380633354187
16,512,0.9987794284206244,0.7199570455384409,0.7113346912742012,0.001777389319613576,0.9093561172485352,0.9335542917251587
